Tipo Vehiculo, Color de Vehiculo, Direccion de movimiento, Velocidad vehiculo(km/h),Hora, Minuto
car,white,down,18.549552493625217,16,2
car,white,down,31.89634746975369,16,2
car,white,down,14.242898093329535,16,2
car,blue,down,23.455810017055935,16,2
car,blue,down,16.90165360768636,16,2
car,green,down,26.049111154344345,16,2
